end_cod_mun,cod_cnae,cod_classe,nm_grupo,codigo_siafi,codigo_ibge,descricao
8161,4313400,43.13-4,Demolição e preparação do terreno,8161,4208203,ITAJAI
8161,4313400,43.13-4,Demolição e preparação do terreno,8161,4208203,ITAJAI
8161,4313400,43.13-4,Demolição e preparação do terreno,8161,4208203,ITAJAI
8161,4313400,43.13-4,Demolição e preparação do terreno,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4120400,41.20-4,Construção de edifícios,8161,4208203,ITAJAI
8161,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8161,4208203,ITAJAI
8161,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8161,4208203,ITAJAI
8161,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8161,4208203,ITAJAI
8161,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8161,4208203,ITAJAI
8161,4391600,43.91-6,Outros serviços especializados para construção,8161,4208203,ITAJAI
8161,4330499,43.30-4,Obras de acabamento,8161,4208203,ITAJAI
8161,4330499,43.30-4,Obras de acabamento,8161,4208203,ITAJAI
8161,4399199,43.99-1,Outros serviços especializados para construção,8161,4208203,ITAJAI
8161,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8161,4208203,ITAJAI
8161,4299599,42.99-5,Construção de outras obras de infraestrutura,8161,4208203,ITAJAI
8161,4399103,43.99-1,Outros serviços especializados para construção,8161,4208203,ITAJAI
8161,4221902,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8161,4208203,ITAJAI
8161,4221902,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8161,4208203,ITAJAI
8081,4313400,43.13-4,Demolição e preparação do terreno,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4120400,41.20-4,Construção de edifícios,8081,4204202,CHAPECO
8081,4330401,43.30-4,Obras de acabamento,8081,4204202,CHAPECO
8081,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8081,4204202,CHAPECO
8081,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8081,4204202,CHAPECO
8081,4213800,42.13-8,Construção de rodovias ferrovias obras urbanas e obras-de-arte especiais,8081,4204202,CHAPECO
8081,4330402,43.30-4,Obras de acabamento,8081,4204202,CHAPECO
8081,4292801,42.92-8,Construção de outras obras de infraestrutura,8081,4204202,CHAPECO
8081,4292801,42.92-8,Construção de outras obras de infraestrutura,8081,4204202,CHAPECO
8081,4292801,42.92-8,Construção de outras obras de infraestrutura,8081,4204202,CHAPECO
8081,4292801,42.92-8,Construção de outras obras de infraestrutura,8081,4204202,CHAPECO
8081,4399103,43.99-1,Outros serviços especializados para construção,8081,4204202,CHAPECO
8081,4221902,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8081,4204202,CHAPECO
8081,4399105,43.99-1,Outros serviços especializados para construção,8081,4204202,CHAPECO
8025,4313400,43.13-4,Demolição e preparação do terreno,8025,4201307,ARAQUARI
8025,4120400,41.20-4,Construção de edifícios,8025,4201307,ARAQUARI
8025,4120400,41.20-4,Construção de edifícios,8025,4201307,ARAQUARI
8025,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8025,4201307,ARAQUARI
8025,4222701,42.22-7,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8025,4201307,ARAQUARI
8025,4399103,43.99-1,Outros serviços especializados para construção,8025,4201307,ARAQUARI
8281,4313400,43.13-4,Demolição e preparação do terreno,8281,4214300,RANCHO QUEIMADO
8075,4313400,43.13-4,Demolição e preparação do terreno,8075,4203907,CAPINZAL
8075,4313400,43.13-4,Demolição e preparação do terreno,8075,4203907,CAPINZAL
8075,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8075,4203907,CAPINZAL
8339,4313400,43.13-4,Demolição e preparação do terreno,8339,4217204,SAO MIGUEL DO OESTE
8339,4120400,41.20-4,Construção de edifícios,8339,4217204,SAO MIGUEL DO OESTE
8339,4120400,41.20-4,Construção de edifícios,8339,4217204,SAO MIGUEL DO OESTE
8339,4120400,41.20-4,Construção de edifícios,8339,4217204,SAO MIGUEL DO OESTE
8339,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8339,4217204,SAO MIGUEL DO OESTE
8339,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8339,4217204,SAO MIGUEL DO OESTE
8339,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8339,4217204,SAO MIGUEL DO OESTE
8339,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8339,4217204,SAO MIGUEL DO OESTE
8339,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8339,4217204,SAO MIGUEL DO OESTE
8339,4399103,43.99-1,Outros serviços especializados para construção,8339,4217204,SAO MIGUEL DO OESTE
8339,4221902,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8339,4217204,SAO MIGUEL DO OESTE
8177,4313400,43.13-4,Demolição e preparação do terreno,8177,4209003,JOACABA
8177,4313400,43.13-4,Demolição e preparação do terreno,8177,4209003,JOACABA
8177,4120400,41.20-4,Construção de edifícios,8177,4209003,JOACABA
8177,4329199,43.29-1,Instalações elétricas hidráulicas e outras instalações em construções,8177,4209003,JOACABA
8177,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8177,4209003,JOACABA
8177,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8177,4209003,JOACABA
8177,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8177,4209003,JOACABA
8177,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8177,4209003,JOACABA
8083,4313400,43.13-4,Demolição e preparação do terreno,8083,4204301,CONCORDIA
8083,4313400,43.13-4,Demolição e preparação do terreno,8083,4204301,CONCORDIA
8083,4313400,43.13-4,Demolição e preparação do terreno,8083,4204301,CONCORDIA
8083,4330401,43.30-4,Obras de acabamento,8083,4204301,CONCORDIA
8083,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8083,4204301,CONCORDIA
8083,4211101,42.11-1,Construção de rodovias ferrovias obras urbanas e obras-de-arte especiais,8083,4204301,CONCORDIA
8055,4313400,43.13-4,Demolição e preparação do terreno,8055,4202909,BRUSQUE
8055,4120400,41.20-4,Construção de edifícios,8055,4202909,BRUSQUE
8055,4120400,41.20-4,Construção de edifícios,8055,4202909,BRUSQUE
8055,4120400,41.20-4,Construção de edifícios,8055,4202909,BRUSQUE
8055,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8055,4202909,BRUSQUE
8055,4329104,43.29-1,Instalações elétricas hidráulicas e outras instalações em construções,8055,4202909,BRUSQUE
8055,4330404,43.30-4,Obras de acabamento,8055,4202909,BRUSQUE
8055,4330404,43.30-4,Obras de acabamento,8055,4202909,BRUSQUE
8055,4330404,43.30-4,Obras de acabamento,8055,4202909,BRUSQUE
8055,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8055,4202909,BRUSQUE
8055,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8055,4202909,BRUSQUE
8055,4330499,43.30-4,Obras de acabamento,8055,4202909,BRUSQUE
8055,4211101,42.11-1,Construção de rodovias ferrovias obras urbanas e obras-de-arte especiais,8055,4202909,BRUSQUE
8107,4313400,43.13-4,Demolição e preparação do terreno,8107,4205506,FRAIBURGO
8107,4313400,43.13-4,Demolição e preparação do terreno,8107,4205506,FRAIBURGO
8107,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8107,4205506,FRAIBURGO
8107,4322302,43.22-3,Instalações elétricas hidráulicas e outras instalações em construções,8107,4205506,FRAIBURGO
8395,4313400,43.13-4,Demolição e preparação do terreno,8395,4204558,CORREIA PINTO
8395,4292802,42.92-8,Construção de outras obras de infraestrutura,8395,4204558,CORREIA PINTO
8027,4313400,43.13-4,Demolição e preparação do terreno,8027,4201406,ARARANGUA
8027,4120400,41.20-4,Construção de edifícios,8027,4201406,ARARANGUA
8027,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8027,4201406,ARARANGUA
8027,4330499,43.30-4,Obras de acabamento,8027,4201406,ARARANGUA
8027,4221905,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8027,4201406,ARARANGUA
8229,4313400,43.13-4,Demolição e preparação do terreno,8229,4211702,ORLEANS
