end_cod_mun,cod_cnae,cod_classe,nm_grupo,codigo_siafi,codigo_ibge,descricao
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8327,4216602,SAO JOSE
8327,4313400,43.13-4,Demolição e preparação do terreno,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4120400,41.20-4,Construção de edifícios,8327,4216602,SAO JOSE
8327,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8327,4216602,SAO JOSE
8327,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8327,4216602,SAO JOSE
8327,4321500,43.21-5,Instalações elétricas hidráulicas e outras instalações em construções,8327,4216602,SAO JOSE
8327,4399103,43.99-1,Outros serviços especializados para construção,8327,4216602,SAO JOSE
8327,4329199,43.29-1,Instalações elétricas hidráulicas e outras instalações em construções,8327,4216602,SAO JOSE
8327,4330403,43.30-4,Obras de acabamento,8327,4216602,SAO JOSE
8327,4221905,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8327,4216602,SAO JOSE
8327,4330499,43.30-4,Obras de acabamento,8327,4216602,SAO JOSE
8327,4299599,42.99-5,Construção de outras obras de infraestrutura,8327,4216602,SAO JOSE
8327,4211101,42.11-1,Construção de rodovias ferrovias obras urbanas e obras-de-arte especiais,8327,4216602,SAO JOSE
8327,4222701,42.22-7,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8327,4216602,SAO JOSE
8327,4221904,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8327,4216602,SAO JOSE
8327,4221902,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8327,4216602,SAO JOSE
8327,4221902,42.21-9,Obras de infraestrutura para energia elétrica telecomunicações água esgoto e transporte por dutos,8327,4216602,SAO JOSE
8327,4329103,43.29-1,Instalações elétricas hidráulicas e outras instalações em construções,8327,4216602,SAO JOSE
8327,4329103,43.29-1,Instalações elétricas hidráulicas e outras instalações em construções,8327,4216602,SAO JOSE
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
8105,4110700,41.10-7,Incorporação de empreendimentos imobiliários,8105,4205407,FLORIANOPOLIS
